Ticker,Name,Market Cap (HKD),Sector,Revenue 2024 (HKD),Revenue 2023 (HKD),Revenue 2022 (HKD),Revenue 2021 (HKD),EPS 2024 (HKD),EPS 2023 (HKD),EPS 2022 (HKD),EPS 2021 (HKD),ROA 2024 (%),ROA 2023 (%),ROA 2022 (%),ROA 2021 (%)
1622.HK,REDCO GROUP,617980160.0,Real Estate,9020729300.0,5873359800.0,20500066400.0,22435608800.0,,-0.48191,-1.4751,0.27379000000000003,-8.87,-2.08,-9.7,4.85
3913.HK,KWG LIVING,617887296.0,Real Estate,3930815900.0000005,4233870300.0000005,4428282100.0,3580990600.0000005,-0.31074999999999997,0.0165,0.0018700000000000001,0.36300000000000004,-6.58,5.45,4.7,20.6
0201.HK,MAGNIFICENT,617346496.0,Consumer Cyclical,525726000.0,451811000.0,439482000.0,326398000.0,-0.005,-0.0037,0.0663,0.0073,2.95,3.21,13.58,3.56
2377.HK,BOQI ENV,615501376.0,Industrials,2366030700.0,2352018900.0,2090272800.0000002,2301389200.0,,0.264,0.165,0.385,8.41,8.9,7.1,11.27
1098.HK,ROAD KING INFRA,614456384.0,Real Estate,5536911000.0,13075348000.0,17155976000.0,24677949000.0,-5.5,-5.29,-0.66,1.37,-4.49,-3.42,2.53,4.99
1084.HK,GF HYDROCOLLOID,611883968.0,Consumer Defensive,1088182700.0,1291390100.0,1551977900.0000002,1045825475.8824632,,-0.1133,0.2662,0.11418990000000001,11.11,-2.05,21.91,13.66
1303.HK,HUILI RES,609910592.0,Energy,4433816200.0,3136046100.0000005,2216509900.0,1617435600.0000002,,0.11110000000000002,0.12320000000000002,-0.011000000000000001,8.25,15.38,28.66,-1.89
0154.HK,BE ENVIRONMENT,607645760.0,Industrials,1830536400.0000002,1772977800.0000002,2142055918.075127,2174845231.594781,0.20977000000000004,0.14003000000000002,0.19668770000000002,0.1582482,7.84,7.3,7.25,6.62
1553.HK,MAIKE TUBE,602982016.0,Basic Materials,2831763000.0,2410036200.0,2318019000.0,1953630800.0000002,,0.385,0.35200000000000004,0.2937,11.44,14.33,16.89,14.65
0391.HK,MEI AH ENTER,598297792.0,Communication Services,117836000.0,75570000.0,78218000.0,95588000.0,-0.0036,-0.0083,-0.0066,-0.0098,0.49,-0.23,0.01,-2.1
1522.HK,BII TRANS TECH,597687744.0,Technology,1656773000.0,1637181000.0,1638948000.0,1749210000.0,,0.083,0.085,0.089,5.74,6.67,6.98,7.21
0367.HK,CHUANG'S INT'L,593755264.0,Real Estate,396573000.0,251676000.0,666397000.0,2089462000.0,,-0.5577,-0.3128,0.0224,-6.16,-6.23,-2.19,2.37
1176.HK,ZHUGUANG HOLD,592992192.0,Real Estate,1585711000.0,2303576000.0,2838843000.0,2985021000.0,-0.4627,-0.1222,-0.1474,0.0029,-7.71,0.99,0.98,4.6
6677.HK,SINO-OCEAN SERV,592000000.0,Real Estate,3124031900.0000005,3446529900.0000005,3663149600.0000005,3262114900.0000005,,0.0396,0.0704,0.40700000000000003,2.03,5.1,4.08,15.98
2458.HK,GALA TECH HOLD,590498816.0,Communication Services,853509800.0000001,696996300.0,701674600.0,505836100.00000006,,0.5940000000000001,0.1078077,0.31872940000000005,24.86,26.13,15.34,25.52
3773.HK,YS DIGIFAVOR,589299968.0,Technology,138118200.0,99330000.00000001,95001500.00000001,99367400.00000001,,0.043340000000000004,0.07227,0.07018,8.59,7.83,8.63,10.64
2486.HK,PLUS GP HOLDING,586761536.0,Communication Services,1150997100.0,798542800.0000001,679921000.0,457917900.00000006,0.12100000000000001,0.11000000000000001,0.46303510000000003,0.5154171000000001,3.9,4.02,15.03,16.35
1085.HK,HXTL,586656000.0,Technology,2771985700.0,2481493300.0,2243541300.0,1788352500.0000002,0.10670000000000002,0.198,0.18040000000000003,0.20240000000000002,5.41,6.3,5.36,4.47
0677.HK,GOLDEN RES DEV,585606464.0,Consumer Defensive,2072294000.0,2059774000.0,1774233000.0,1614360000.0,0.063,0.076,0.011,0.024,16.74,16.66,12.7,13.98
1518.HK,NC HEALTHCARE,585541248.0,Healthcare,931145600.0000001,1026380300.0000001,700104900.0,695821500.0,,0.18700000000000003,-0.682,-0.231,23.53,27.28,-25.57,3.62
1878.HK,SOUTHGOBI,584499008.0,Energy,3848348400.0,2585746800.0,570055200.0,338504400.0,2.4335999999999998,0.0234,-0.858,-0.39,42.32,29.43,9.83,14.72
0227.HK,FIRST SHANGHAI,580530176.0,Financial Services,390386000.0,312875000.0,342183000.0,529850000.0,,-0.0065,-0.0358,-0.0961,3.03,1.5,-0.07,0.68
0472.HK,NEW SILKROAD,577366208.0,Real Estate,432571000.0,337740000.0,369452000.0,2601733000.0,-0.0568,-0.0256,-0.0351,0.0193,-3.9,2.05,-5.04,5.28
1940.HK,CGII HLDGS,576000000.0,Utilities,1444972945.9,1640269386.8000002,1629808665.1000001,1330197962.5,,0.12100000000000001,0.099,-0.022000000000000002,13.58,13.82,13.29,7.36
0099.HK,WONG'S INT'L,574180800.0,Technology,2664674000.0,3185668000.0,3466674000.0,3256729000.0,-1.75,0.32,0.23,0.19,-10.72,4.87,3.7,3.22
1370.HK,AOWEI HOLDING,572365504.0,Basic Materials,710224900.0,734103700.0,1031526100.0000001,1310915100.0,-0.198,-0.37400000000000005,0.044000000000000004,0.132,-12.56,-21.83,6.12,14.52
0139.HK,CENTRALWEALTHGP,570299392.0,Financial Services,75708000.0,90160000.0,277840000.0,243841000.0,,-0.008,-0.0067,-0.0232,-6.88,-11.12,-3.45,-16.99
1036.HK,VANKE OVERSEAS,568710912.0,Real Estate,775467000.0,364291000.0,353228000.0,461205000.0,,0.07,0.07,1.09,-0.18,1.94,1.86,8.64
0217.HK,CHINA CHENGTONG,565524544.0,Basic Materials,552637000.0,740011000.0,1277390000.0,1172679000.0,0.0065,0.0114,0.0128,0.0178,2.51,2.45,1.78,3.39
2146.HK,ROISERV,564000000.0,Real Estate,2152624950.916,2015086344.6890001,2216356909.767,2819834525.662,,0.37400000000000005,0.7040000000000001,1.1660000000000001,4.49,4.97,9.41,15.44
1645.HK,HAINA INTEL,563976000.0,Industrials,406622700.00000006,385770000.00000006,437598700.00000006,432280200.00000006,,-0.06985000000000001,-0.0061600000000000005,0.05731000000000001,-2.45,-2.97,2.58,7.94
0225.HK,POKFULAM,561912896.0,Real Estate,167398000.0,180022000.0,163550000.0,154139000.0,,-1.65,0.13,1.24,-11.0,-2.67,0.47,2.64
1471.HK,ZHONGMIAO,561270016.0,Financial Services,226409700.00000003,191412100.00000003,163237800.0,131971400.00000001,,0.31452300000000005,0.2942984,0.21071270000000003,10.06,14.21,15.93,13.04
0301.HK,SANVO CHEMICALS,559847424.0,Basic Materials,1169568400.0,1184467900.0,1042635000.0000001,1081417700.0,,0.014520000000000002,0.01056,0.033,1.86,4.97,4.35,5.66
1300.HK,TRIGIANT,559162816.0,Technology,2760067200.0,2756339300.0,2893358600.0,3148701600.0000005,-0.0048400000000000006,-0.01386,-0.03465,0.12738000000000002,1.39,1.06,1.23,6.55
6036.HK,APEX ACE HLDG,559057216.0,Technology,3051943000.0,2529796000.0,2689094000.0,2640100000.0,,-0.0153,-0.0313,0.0067,4.95,3.22,-0.2,3.92
1906.HK,BONNY HLDG,559025600.0,Consumer Cyclical,293410700.0,195438100.00000003,177001000.0,273662400.0,,-0.041800000000000004,-0.0608784,-0.005159,0.99,-3.35,-9.4,1.69
0419.HK,HONY MEDIA,556997312.0,Communication Services,1018462000.0,1344031000.0,1581391000.0,327713000.0,,-0.0071,-0.0199,-0.0082,-39.07,-15.91,-34.53,3.16
0980.HK,LIANHUA,554849984.0,Consumer Cyclical,21681125400.0,24019466900.000004,27149535600.000004,27235624900.000004,0.35200000000000004,0.781,-0.198,-0.41800000000000004,6.87,5.14,7.91,7.04
3623.HK,C SUCCESS FIN,552307968.0,Financial Services,52676800.00000001,16032500.000000002,73156600.0,78039500.0,-0.07700000000000001,-0.066,-0.14300000000000002,-0.14300000000000002,11.11,12.22,13.44,14.78
9882.HK,BEST LINKING,552000000.0,Industrials,114644000.0,143779000.0,127730000.0,132250000.0,,0.028,0.0435,0.044,8.1,19.4,29.24,30.31
3680.HK,RUIHE DATA,550442176.0,Technology,415627300.00000006,404739500.00000006,414838600.00000006,437109200.00000006,-0.1254,-0.2068,-0.33990000000000004,-0.20900000000000002,-13.46,-17.44,-21.89,-10.01
6829.HK,DRAGON RISE GP,550080000.0,Industrials,945852000.0,786209000.0,613617000.0,922888000.0,,0.0066,0.0062,-0.0168,6.26,10.03,7.15,0.49
1903.HK,JBB BUILDERS,550000000.0,Industrials,329330000.0,217776000.0,512303000.0,141040000.0,,-0.0165,0.0251,-0.0188,1.69,-2.28,6.45,-2.39
3686.HK,CLIFFORDML,548505024.0,Consumer Defensive,404123500.00000006,379538500.00000006,421170200.00000006,473919600.00000006,,0.09350000000000001,0.1034,0.08800000000000001,26.63,18.61,20.18,19.01
0228.HK,CHINA ENERGY,547438528.0,Energy,300101000.0,332034000.0,323028000.0,353588000.0,0.0025,0.0073,0.0088,0.013,6.72,8.92,8.64,11.76
1745.HK,LVJI TECH,543576000.0,Consumer Cyclical,577705700.0,643934500.0,378760800.00000006,419883200.00000006,0.05489,0.10120000000000001,0.028160000000000004,-0.41305000000000003,20.44,26.81,12.02,-73.97
3348.HK,CHINA PENGFEI,540000000.0,Industrials,1384763600.0,1902483000.0000002,1746155400.0000002,2007636400.0000002,0.14806,0.31427000000000005,0.26884,0.24035,3.83,8.42,5.51,5.37
0021.HK,GREAT CHI HLDGS,536656064.0,Real Estate,132584000.0,23843000.0,12546000.0,10018000.0,,-0.001,0.0133,-0.012,1.21,-0.06,2.58,-1.9
2438.HK,MOBVOI,533181568.0,Technology,429382800.00000006,557766000.0,550213400.0,437705400.00000006,,-0.5919320000000001,-0.4939913000000001,-0.2037728,-148.2,-213.28,-176.38,-30.0
0329.HK,OCI INTL,532411232.0,Financial Services,80659000.0,89548000.0,30645000.0,73232000.0,-0.0065,-0.0087,-0.0505,-0.0818,-0.28,-0.43,-15.93,-18.81
9928.HK,TIMES NEIGHBOR,530454432.0,Real Estate,2627710800.0,2718435500.0,2866646200.0,2991721700.0000005,0.0055000000000000005,-0.2255,-0.24200000000000002,0.341,4.14,-3.97,-6.44,17.26
1028.HK,C.BANNER,529634976.0,Consumer Cyclical,1530707200.0000002,1693936200.0000002,1519916200.0000002,1792032000.0000002,0.02552,0.011000000000000001,0.007810000000000001,0.014520000000000002,10.75,10.86,6.31,8.01
9939.HK,KINTOR PHARMA-B,525821216.0,Healthcare,5500000.0,,,37654100.0,-0.396,-2.7170000000000005,-2.783,-2.596,-27.41,-131.64,-49.6,-44.1
2008.HK,PHOENIX TV,524334304.0,Communication Services,2235129000.0,2467957000.0,3003733000.0,3159240000.0,,-0.5186,-7.676,-0.914,-0.52,0.51,0.01,-1.13
2292.HK,THING ON ENT,518400032.0,Real Estate,37326000.0,35374000.0,37517000.0,37616000.0,,-0.087,-0.0541,-0.0117,1.82,1.49,-2.7,-0.31
2298.HK,COSMO LADY,517500096.0,Consumer Cyclical,3311143000.0000005,3032789100.0000005,3309636000.0000005,3690943300.0000005,0.06380000000000001,0.020900000000000002,0.016610000000000003,-0.24739,14.28,10.4,12.66,0.33
1118.HK,GOLIK HOLDINGS,516940160.0,Basic Materials,3445784000.0,4145653000.0,4271161000.0,4053908000.0,,0.2419,0.1317,0.344,12.0,10.5,7.54,11.77
2281.HK,XINGLU WATER,515826016.0,Utilities,1463293596.6990001,1415076879.48,1488761195.548,1507107727.2020001,0.231,0.264,0.264,0.30800000000000005,4.93,5.38,10.72,11.22
2152.HK,SUXIN SERVICES,513318752.0,Real Estate,1017061100.0000001,797614400.0000001,587645300.0,508179100.00000006,,0.8140000000000001,0.8360000000000001,0.6101150000000001,8.28,10.01,9.13,7.81
0606.HK,SCE CM,512774976.0,Real Estate,1334243900.0,1372450200.0,1300608100.0,1353055000.0,,0.14190000000000003,0.11000000000000001,0.17270000000000002,5.41,12.0,10.33,14.23
1925.HK,KWUNGS AROMA,510352896.0,Consumer Defensive,1101340900.0,887206100.0000001,790542500.0000001,694534500.0,,0.165,0.14300000000000002,0.1331,17.62,14.84,12.4,14.2
0610.HK,WAI KEE HOLD,507599328.0,Industrials,14479915000.0,12711557000.0,12630123000.0,10276850000.0,,-2.0,-0.0085,0.8525,-20.33,-5.94,3.43,6.0
0542.HK,CN CULTURAL T&A,507352544.0,Real Estate,216159000.0,305020000.0,1601799000.0,7774000.0,,-0.0265,0.0382,-0.047,-2.52,0.01,23.27,-3.94
0640.HK,INFINITY DEV,507015872.0,Basic Materials,736338000.0,671750000.0,862101000.0,643446000.0,,0.119,0.1799,0.0736,17.1,13.3,18.25,10.41
0451.HK,GCL NEWENERGY,505153984.0,Utilities,1218530500.0,914672000.0000001,1021962700.0000001,3129388900.0000005,-0.35376,-1.0983500000000002,-1.4919300000000002,-0.8378700000000001,-1.77,-4.12,-3.41,13.72
1481.HK,SMART GLOBE,504900000.0,Industrials,117587000.0,97241000.0,131647000.0,167899000.0,,-0.0036,-0.0164,0.0016,-2.42,2.64,-5.55,6.79
0089.HK,TAI SANG LAND,503422528.0,Real Estate,481554000.0,487063000.0,439858000.0,407024000.0,,-0.65,1.25,2.2,-1.41,-0.14,3.78,6.47
2789.HK,YUANDA CHINA,502907136.0,Industrials,2433599300.0,2826459900.0,3589961100.0000005,3360788200.0000005,,0.004510000000000001,0.01276,-0.17644,-3.2,3.56,4.82,-12.26
0353.HK,ENERGY INTINV,502460416.0,Energy,242234000.0,366757000.0,520579000.0,,,0.1239,0.0177,,6.26,8.71,4.5,
1243.HK,WANG ON PPT,501600000.0,Real Estate,297894000.0,1991840000.0,38857000.0,339514000.0,,0.0139,0.0188,0.0307,-5.46,3.69,3.47,5.61
2392.HK,XUANWU CLOUD,501351296.0,Technology,1266404700.0,1409403600.0,1147715800.0,1091135100.0,,-0.14190000000000003,-0.07260000000000001,0.028491100000000002,2.55,-8.85,-3.09,5.75
2521.HK,SHENGHUI CLEAN,500454304.0,Consumer Cyclical,740913800.0000001,693189200.0,653624400.0,619895100.0,,0.02398,0.030232400000000003,0.0270237,13.01,9.2,15.36,19.72
1851.HK,GINGKO EDU,500000000.0,Consumer Defensive,409955700.00000006,390348200.00000006,314812300.0,249410700.00000003,,0.33,0.18700000000000003,0.08800000000000001,14.13,15.77,11.93,7.68
0277.HK,TERN PROPERTIES,499019360.0,Real Estate,56032000.0,51876000.0,57128000.0,64490000.0,-0.04,-0.27,-0.2,-0.48,-0.11,-2.48,-1.6,-3.76
0337.HK,GREENLAND HK,498454208.0,Real Estate,16803528500.000002,27425931500.000004,29275748700.000004,37319615300.0,-0.8360000000000001,-0.6930000000000001,0.18700000000000003,0.8580000000000001,-1.13,-0.37,1.83,4.34
1461.HK,ZHONGTAIFUTURES,495940512.0,Financial Services,2006421633.8760002,2364714899.514,2688986938.176,2481697296.793,,0.14685,0.18700000000000003,0.20900000000000002,4.71,5.18,5.7,6.27
1556.HK,CHINNEY KW,495000032.0,Industrials,2485662000.0,2122397000.0,1805843000.0,2042378000.0,,0.0803,0.064,0.0445,11.4,12.45,12.42,12.66
6966.HK,C WAN TONG YUAN,495000000.0,Consumer Cyclical,48414300.00000001,62624100.00000001,50311800.00000001,48343900.00000001,,0.0198,0.0242,0.0198,6.54,9.75,11.21,10.62
0529.HK,SIS INT'L,489221920.0,Technology,9006657000.0,9067962000.0,9227729000.0,10999242000.0,0.49,0.319,0.16,0.414,4.73,4.28,3.16,3.85
3839.HK,CT ENTERPRISE,488657536.0,Healthcare,2400434400.0,1357036200.0,1242064200.0,1110774600.0,0.34398,0.07877999999999999,-0.20592,0.60216,6.25,2.99,1.47,10.82
0132.HK,HING YIP HLDGS,488014048.0,Industrials,798962000.0,821423000.0,685331000.0,520846000.0,0.0355,0.0157,-0.0126,-0.0091,3.42,1.59,2.28,2.43
2352.HK,DOWELL SERVICE,486353952.0,Real Estate,1683221100.0000002,1681082700.0000002,1484353200.0000002,1312765300.0,,0.041800000000000004,1.584,1.6991040000000002,-0.76,4.49,11.77,19.66
2529.HK,HOLLWIN URBAN,484800000.0,Industrials,751862100.0000001,717062500.0,581375300.0,474818300.00000006,,0.4824743,0.3650284,0.27775000000000005,12.63,16.94,16.28,15.04
0496.HK,KASEN,483451904.0,Consumer Cyclical,1128260100.0,1052432700.0000001,949771900.0000001,1664891800.0000002,0.0484,0.053680000000000005,0.05049000000000001,0.16203,4.52,4.37,4.25,9.08
1023.HK,SITOY GROUP,481975008.0,Consumer Cyclical,1606481000.0,1827792000.0,1845875000.0,1314416000.0,0.1058,0.2105,0.116,-0.1561,8.78,15.14,11.87,0.27
1418.HK,SINOMAX GROUP,481250016.0,Consumer Cyclical,4091144000.0,3608894000.0,3171478000.0,4259882000.0,0.0789,0.0358,-0.0206,0.0087,16.01,13.41,7.39,8.38
1466.HK,BAIJIN LIFE SCI,480781760.0,Consumer Cyclical,53676000.0,86880000.0,62647000.0,43324000.0,,0.01,-0.04,-0.21,-3.21,11.2,-11.85,-49.53
3688.HK,TOP SPRING,480328192.0,Real Estate,1369285000.0,954319000.0,3667163000.0,638957000.0,,-0.57,-0.12,0.02,-11.12,-2.56,1.14,1.78
1746.HK,MAN SHUN GP,480000000.0,Industrials,131256000.0,152950000.0,125087000.0,121672000.0,,0.0007,0.0002,-0.0022,-3.72,1.67,1.43,-0.17
0828.HK,DYNASTY WINES,478859392.0,Consumer Defensive,271372000.0,262801000.0,241363000.0,305950000.0,0.0237,0.0162,0.0131,0.0263,6.7,4.34,3.81,6.58
6898.HK,CHINA ALUMCAN,478337504.0,Consumer Cyclical,227796000.0,235507000.0,210514000.0,208900000.0,,0.024,0.023,0.02,14.8,13.75,11.05,10.28
1301.HK,D&G TECH,477889504.0,Industrials,407614900.00000006,305647100.0,379925700.00000006,472123300.00000006,,-0.041030000000000004,-0.07018,0.01848,2.24,-1.36,-4.35,3.23
0191.HK,LAI SUN INT'L,477021984.0,Industrials,6096141000.0,4994591000.0,5191815000.0,6089785000.0,-2.454,-2.159,-1.928,-2.500684,-2.51,-2.17,-0.56,-0.74
1689.HK,HUAXIHOLDINGS,476972416.0,Consumer Cyclical,143768000.0,155387000.0,194536000.0,404559000.0,,-0.0587,-0.0757,0.0527,-31.36,-6.27,-8.12,8.29
0789.HK,ARTINI HLDG,476629248.0,Consumer Cyclical,71180000.0,63692000.0,76968000.0,79397000.0,,-0.001,-0.02,-0.024,5.32,-1.26,-12.31,-12.33
2205.HK,KANGQIAO SER,476000000.0,Real Estate,1056930600.0000001,1027417600.0000001,872212000.0000001,861923700.0000001,,0.05500000000000001,0.08800000000000001,0.15400000000000003,7.57,7.38,8.88,13.11
3778.HK,CHINA WEAVING,475892960.0,Consumer Cyclical,1410492600.0,1217749500.0,1449946300.0,1804993300.0000002,,-0.02332,-0.011000000000000001,0.17787000000000003,6.61,4.15,5.49,20.26
2167.HK,TI CLOUD,475866752.0,Technology,556990500.0,491530600.00000006,421568400.00000006,442086700.00000006,,-0.054560000000000004,-0.05093,0.1305502,8.08,0.72,0.37,10.09
9886.HK,DINGDANG HEALTH,475009216.0,Healthcare,5135985800.0,5342486600.0,4761982500.0,4046559000.0000005,-0.30800000000000005,-0.18700000000000003,-3.7070000000000003,-1.2939718000000002,-9.31,-2.63,-89.7,-53.35
2189.HK,KATO (HK) HLDGS,475000000.0,Healthcare,271334000.0,408297000.0,320337000.0,256531000.0,,0.1262,0.0989,0.0799,15.48,29.59,26.01,21.88
2389.HK,BJ HEALTH,472584064.0,Healthcare,149945000.0,140346000.0,166484000.0,203776000.0,,-0.0101,-0.0161,-0.0065,-5.0,-2.03,-3.12,-0.37
1790.HK,TIL ENVIRO,470000000.0,Industrials,230554000.0,180353000.0,213351000.0,248536000.0,,0.07,0.07,0.12,5.2,5.74,5.68,7.79
1183.HK,MECOM POWER,469724992.0,Basic Materials,1506571000.0,1496393000.0,1341916000.0,911982000.0,,-0.0029,0.0203,0.031467,2.47,2.48,11.03,22.22
0040.HK,GOLD PEAK,469293728.0,Technology,6476406000.0,6581026000.0,7061620000.0,6515602000.0,-0.401,0.04,0.198,0.155,2.99,6.96,7.44,7.54
0815.HK,CHI SILVER GP,468425984.0,Basic Materials,4745085400.0,6000506600.000001,3554732500.0000005,2533875300.0,0.0055000000000000005,0.007700000000000001,-0.07150000000000001,-1.6302,3.78,3.12,-1.45,-139.65
1856.HK,ERNEST BOREL,468335360.0,Consumer Cyclical,99280000.0,164994000.0,137368000.0,149252000.0,,0.053,-0.0347,-0.0916,-2.05,7.78,2.43,-1.09
3389.HK,HENGDELI,466826144.0,Industrials,1147910500.0,1563599400.0000002,1143214600.0,965793400.0000001,-0.0165,0.0088,-0.0198,0.006600000000000001,0.76,2.76,0.61,2.96
2442.HK,EASY SMART GP,465120000.0,Industrials,352922000.0,336503000.0,240465000.0,186466000.0,,0.1367,0.070505,0.099297,14.24,19.96,31.45,45.11
3883.HK,CHINA AOYUAN,464709280.0,Real Estate,10642347100.0,30286647600.000004,20582179200.0,55023777600.00001,0.007810000000000001,-3.5361700000000003,-2.90917,-13.358950000000002,3.43,-3.93,-3.3,-14.15
1966.HK,CHINA SCE GROUP,464528896.0,Real Estate,44847082500.0,23057064800.0,29375623200.000004,41511191700.0,,-2.0812,0.006600000000000001,0.7997000000000001,-4.32,-4.34,1.06,3.77
6628.HK,TRANSCENTA-B,464290144.0,Healthcare,12387100.000000002,59233900.00000001,112081200.00000001,55266200.00000001,,-1.254,-1.034,-10.274000000000001,-20.6,-25.53,-17.22,-71.23
2230.HK,MEDIALINK GROUP,464136000.0,Communication Services,488809000.0,473899000.0,397876000.0,335184000.0,,0.025,0.022,0.02,7.53,6.81,7.23,6.64
1827.HK,MIRICOR,464000000.0,Consumer Cyclical,494260000.0,463117000.0,363915000.0,128871000.0,,-0.0513,0.0635,-0.0316,18.07,13.61,19.72,4.55
2210.HK,BEIJING JIAYE,460534432.0,Real Estate,2181972100.0,2012319100.0000002,1723880400.0000002,1347042400.0,,0.8470000000000001,0.8580000000000001,0.792,6.51,8.32,8.48,7.51
2501.HK,MAIYUE TECH,460000000.0,Technology,302194200.0,284993500.0,267580500.00000003,221916200.00000003,0.00099,0.06248000000000001,0.1073028,0.10115160000000001,3.28,8.45,16.71,18.45
1334.HK,RUICHANG INTL,460000000.0,Industrials,488606800.00000006,598541900.0,460980300.00000006,272848400.0,,0.12146420000000002,0.08037260000000002,0.0295306,4.96,13.23,10.24,7.33
0690.HK,UNI-BIO GROUP,459784736.0,Healthcare,552980000.0,484718000.0,440316000.0,353405000.0,0.0135,0.0111,0.0061,-0.0031,21.97,22.82,20.93,0.49
0655.HK,HK CHINESE LTD,459604384.0,Real Estate,72845000.0,74794000.0,71773000.0,81090000.0,-0.6,0.079,0.245,0.335,-12.16,1.72,4.53,5.81
0202.HK,EVERCHINA INT'L,459545312.0,Industrials,102484000.0,117777000.0,149347000.0,127093000.0,,-0.02694,-0.032,-0.01851,-14.29,-6.75,-6.52,-0.83
0334.HK,CH DISPLAY OPT,457126368.0,Technology,5004346600.0,2834486600.0,4629185000.0,6424103400.000001,0.03465,0.0068200000000000005,0.08866000000000002,0.10142000000000001,5.51,4.51,10.66,14.27
0229.HK,RAYMOND IND,456205760.0,Consumer Cyclical,1075732000.0,1362732000.0,1063058000.0,1433612000.0,0.0902,0.1354,0.0609,0.0841,6.33,9.12,6.66,8.33
0924.HK,KHOON GROUP,455000000.0,Industrials,69506635.0,50607886.0,23058355.0,26303945.0,,-0.0015,-0.0006,-0.0002,1.18,-2.58,-0.26,0.94
1489.HK,GC CONSTRUCTION,455000000.0,Industrials,585170000.0,541648000.0,456432000.0,440369000.0,,0.057,0.031294,0.046039,6.53,16.44,20.2,29.31
0730.HK,CAPITAL IND FIN,454703104.0,Financial Services,191635000.0,219285000.0,370638000.0,1895594000.0,,0.0081,0.0037,0.0068,3.3,3.13,3.01,2.63
1233.HK,TIMES CHINA,453993152.0,Real Estate,14421564300.000002,23111894300.0,26866075500.000004,47998739800.00001,,-2.3540000000000005,-5.192,1.826,-18.5,-2.24,-5.59,5.62
6123.HK,YTO INTL EXP,453805248.0,Industrials,5322482000.0,5291610000.0,6706450000.0,7556427000.0,,0.2315,0.3271,0.6576,-0.0,7.2,8.51,16.57
1292.HK,CMA LOGISTICS,453779200.0,Industrials,9859529098.892,8765898054.639,8492222342.076,6622988900.000001,0.40700000000000003,0.385,0.264,0.198,6.77,6.32,5.09,5.51
0929.HK,IPE GROUP,452467488.0,Industrials,1010006000.0,898733000.0,962566000.0,1030808000.0,0.0101,0.0054,0.0083,0.0774,6.4,5.57,5.87,8.71
1328.HK,GOLDSTREAM INV,451538560.0,Financial Services,26875000.0,22826000.0,40532000.0,81582000.0,27.0,0.2,-0.145,-0.3,7.33,5.9,-9.19,-3.37
2503.HK,ZHONGSHENJIANYE,450964800.0,Industrials,825611600.0000001,1684010900.0000002,1515860500.0000002,1480840900.0000002,,0.06797890000000001,0.054113400000000006,0.059991800000000005,0.54,3.42,3.08,3.83
6908.HK,HG SEMI,450632608.0,Technology,82810200.0,97460000.00000001,96269800.00000001,138750700.0,-0.21670000000000003,-0.24552000000000004,-0.1880736,-0.9738432,-28.08,-19.24,-13.21,-72.3
2497.HK,FUJING HOLDINGS,450000000.0,Consumer Defensive,200471700.00000003,173646000.0,139363400.0,170440600.0,,0.10830600000000001,0.0699864,0.10406660000000001,12.21,18.02,14.53,22.39
2237.HK,CHINA GRAPHITE,448000000.0,Basic Materials,156608100.0,222193400.00000003,300954500.0,218201500.00000003,,0.01463,0.06281,0.03666080000000001,2.46,8.97,23.57,24.56
1993.HK,ASIARAY,446118144.0,Communication Services,1176147500.0,1769662400.0000002,1818548600.0000002,2084522000.0000002,,-0.07150000000000001,-0.28930000000000006,-0.35200000000000004,31.77,32.05,40.28,21.3
1777.HK,FANTASIA,444490176.0,Real Estate,5030906100.0,17428502300.0,10729414300.0,17325454300.0,-1.5837800000000002,-1.23629,-1.1568700000000003,-1.9943000000000002,-6.75,-2.92,-3.61,-8.51
1046.HK,UNIVERSE ENT,444249696.0,Communication Services,365257000.0,198439000.0,127638000.0,602600000.0,,-0.1023,-0.0844,0.1702,29.64,3.38,-3.84,37.27
6610.HK,FLOWING CLOUD,442506752.0,Technology,1094881700.0,1369195300.0,1172772700.0,654819000.0,-0.02662,0.16038000000000002,0.1628,0.042664600000000004,0.28,19.96,19.71,19.54
0825.HK,NWDS CHINA,438398976.0,Consumer Cyclical,1359456000.0,1483733000.0,1934557000.0,2245966000.0,,-0.19,-0.29,-0.14,6.14,3.02,2.72,5.01
0422.HK,VMEP HOLDINGS,435686400.0,Consumer Cyclical,632879754.0,820153768.1999999,1036615101.6,725547303.0,-0.03276,0.01482,-0.00156,-0.047580000000000004,-1.45,4.35,1.32,-3.9
0129.HK,ASIA STANDARD,433295200.0,Financial Services,1735341000.0,2072777000.0,2509735000.0,2459347000.0,-4.39,0.61,-0.67,1.03,-15.91,3.9,-1.85,4.69
0235.HK,CSC HOLDINGS,428091296.0,Financial Services,65709000.0,71886000.0,322466000.0,-3245932000.0,,0.0013,-0.0093,-0.1758,0.92,1.2,-5.86,-123.62
2222.HK,NVC INTL,426110144.0,Consumer Cyclical,1845503400.0,1840628400.0,2179850400.0,2906227796.8654394,-0.26832,0.6076199999999999,-0.18017999999999998,0.0171288,0.22,9.52,2.52,4.28
1795.HK,YADONG GROUP,426000000.0,Consumer Cyclical,1186447900.0,1186490800.0,1166239800.0,895191000.0000001,,0.06336,0.09152,0.06446,10.58,11.7,13.37,11.21
